current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
66	poll	invocation_error	not_applicable	invocation_stdout_too_large	N066.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stdout_too_large	none	payload.N066.ae-optional	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N066.ae-optional	cmd.N066.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
66	poll	invocation_error	not_applicable	invocation_stdout_too_large	N066.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stdout_too_large	none	payload.N066.ae-required	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N066.ae-required	cmd.N066.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
67	poll	invocation_error	not_applicable	invocation_timeout	N067.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N067.ae-claimed	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N067.ae-claimed	cmd.N067.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
67	poll	invocation_error	not_applicable	invocation_timeout	N067.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N067.ae-none	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N067.ae-none	cmd.N067.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
67	poll	invocation_error	not_applicable	invocation_timeout	N067.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N067.ae-optional	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N067.ae-optional	cmd.N067.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
67	poll	invocation_error	not_applicable	invocation_timeout	N067.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N067.ae-required	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N067.ae-required	cmd.N067.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
68	send	exit_0	attachment_unavailable	attachment_unavailable	N068.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.UploadStarted	provider.attachment_unavailable	0	payload.N068.base	terminal.send_failure	provider.attachment_unavailable	false	attachment_unavailable	0	false	none	0	0	1	receipt.failure.provider	event.prior.UploadStarted,event.ProviderUploadFailedR12	diagnostic.persist	legal.N068.base	cmd.N068.base	stacks/gpt-webai-slot-pool	0	0	state.upload.failed	oracle.receipt.failure.provider.valid	diagnostic.digest.valid
69	send	exit_0	login_required	readiness_login_required	N069.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.SlotHealthProbeStarted	auth.needs_login	0	payload.N069.base	terminal.send_failure	auth.needs_login	false	login_required	0	false	none	0	0	1	receipt.failure.provider	event.prior.SlotHealthProbeStarted,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N069.base	cmd.N069.base	stacks/gpt-webai-slot-pool	0	0	state.health.login_required	oracle.receipt.failure.provider.valid	health.projection.valid
70	send	exit_0	model.selection_mismatch	model_control_unverified	N070.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.ModelEnsureStarted	model.selection_unverified	0	payload.N070.base	terminal.send_failure	model.selection_unverified	false	model.selection_mismatch	0	false	none	0	0	1	receipt.failure.provider	event.prior.ModelEnsureStarted,event.ProviderModelEnsureFailedR12	diagnostic.persist	legal.N070.base	cmd.N070.base	stacks/gpt-webai-slot-pool	0	0	state.model.failed	oracle.receipt.failure.provider.valid	diagnostic.digest.valid
71	send	exit_0	model.selection_mismatch	model_selection_mismatch	N071.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.ModelEnsureStarted	model.selection_mismatch	0	payload.N071.base	terminal.send_failure	model.selection_mismatch	false	model.selection_mismatch	0	false	none	0	0	1	receipt.failure.provider	event.prior.ModelEnsureStarted,event.ProviderModelEnsureFailedR12	diagnostic.persist	legal.N071.base	cmd.N071.base	stacks/gpt-webai-slot-pool	0	0	state.model.failed	oracle.receipt.failure.provider.valid	diagnostic.digest.valid
72	send	exit_0	provider_limit	readiness_provider_limit	N072.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.SlotHealthProbeStarted	provider.limit	0	payload.N072.base	terminal.send_failure	provider.limit	false	provider_limit	0	false	none	0	0	1	receipt.failure.provider	event.prior.SlotHealthProbeStarted,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N072.base	cmd.N072.base	stacks/gpt-webai-slot-pool	0	0	state.health.provider_limit	oracle.receipt.failure.provider.valid	health.projection.valid
73	send	exit_0	sent	sent	N073.send-clicked	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	send_clicked	receipt.send.pre_click	event.prior.SendClickArmed	none	0	payload.N073.send-clicked	nonterminal.send_success	none	true	sent	0	false	none	0	0	3	receipt.send.pre_click,receipt.send.post_click,receipt.send.start	event.prior.SendClickArmed,event.ProviderSendClickedR12,event.ProviderTurnStartConfirmedR12,event.ProviderSessionBindingEstablishedR12,event.ProviderRunningProjectedR12	session.binding.persist	legal.N073.send-clicked	cmd.N073.send-clicked	stacks/gpt-webai-slot-pool	0	0	state.request.running	oracle.receipt.send.pre_click.valid,oracle.receipt.send.post_click.valid,oracle.receipt.send.start.valid	session.binding.valid
73	send	exit_0	sent	sent	N073.send-reconciled	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	send_reconciled	receipt.send.pre_click	event.prior.SendClickArmed	none	0	payload.N073.send-reconciled	nonterminal.send_success	none	true	sent	0	false	none	0	0	3	receipt.send.pre_click,receipt.send.reconciled_turn_start,receipt.send.start	event.prior.SendClickArmed,event.ProviderSendReconciledR12,event.ProviderTurnStartConfirmedR12,event.ProviderSessionBindingEstablishedR12,event.ProviderRunningProjectedR12	session.binding.persist	legal.N073.send-reconciled	cmd.N073.send-reconciled	stacks/gpt-webai-slot-pool	0	0	state.request.running	oracle.receipt.send.pre_click.valid,oracle.receipt.send.reconciled_turn_start.valid,oracle.receipt.send.start.valid	session.binding.valid
74	send	exit_0	session.start_unconfirmed	session_start_unconfirmed	N074.base	none	absent	root_or_nonconversation_url	root_no_session	absent	artifacts_absent	none	none	none	event.prior.SendClickArmed	session.start_unconfirmed	0	payload.N074.base	terminal.send_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SendClickArmed,event.ProviderSendUncertainR12	diagnostic.persist	legal.N074.base	cmd.N074.base	stacks/gpt-webai-slot-pool	0	0	state.send.uncertain	oracle.receipt.failure.provider.valid	diagnostic.digest.valid
75	send	exit_0	subscription_required	model_subscription_required	N075.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.SlotHealthProbeStarted	auth.needs_pro	0	payload.N075.base	terminal.send_failure	auth.needs_pro	false	subscription_required	0	false	none	0	0	1	receipt.failure.provider	event.prior.SlotHealthProbeStarted,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N075.base	cmd.N075.base	stacks/gpt-webai-slot-pool	0	0	state.health.subscription_required	oracle.receipt.failure.provider.valid	health.projection.valid
76	send	exit_0	subscription_required	readiness_subscription_required	N076.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.SlotHealthProbeStarted	auth.needs_pro	0	payload.N076.base	terminal.send_failure	auth.needs_pro	false	subscription_required	0	false	none	0	0	1	receipt.failure.provider	event.prior.SlotHealthProbeStarted,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N076.base	cmd.N076.base	stacks/gpt-webai-slot-pool	0	0	state.health.subscription_required	oracle.receipt.failure.provider.valid	health.projection.valid
77	send	exit_2	provider.schema_drift	missing_prompt	N077.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	none	provider.schema_drift	2	payload.N077.base	terminal.send_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N077.base	cmd.N077.base	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.digest.valid
78	send	exit_70	unreachable	readiness_unreachable	N078.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.SlotHealthProbeStarted	provider.schema_drift	70	payload.N078.base	nonterminal.send_failure	provider.schema_drift	false	unreachable	70	true	runtime	1000	1	1	receipt.failure.provider	event.prior.SlotHealthProbeStarted,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N078.base	cmd.N078.base	stacks/gpt-webai-slot-pool	70	70	state.health.unreachable	oracle.receipt.failure.provider.valid	health.projection.valid
79	send	invocation_error	not_applicable	invocation_contract_invalid_artifact	N079.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.invalid_artifact	none	payload.N079.base	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N079.base	cmd.N079.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
80	send	invocation_error	not_applicable	invocation_contract_invalid_field	N080.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.invalid_field	none	payload.N080.base	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N080.base	cmd.N080.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
81	send	invocation_error	not_applicable	invocation_contract_not_object	N081.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.not_object	none	payload.N081.base	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N081.base	cmd.N081.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
82	send	invocation_error	not_applicable	invocation_contract_unknown_status	N082.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.unknown_status	none	payload.N082.base	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N082.base	cmd.N082.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
83	send	invocation_error	not_applicable	invocation_invalid_json	N083.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.invalid_json	none	payload.N083.base	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N083.base	cmd.N083.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
84	send	invocation_error	not_applicable	invocation_io_error	N084.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.io_error	none	payload.N084.base	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N084.base	cmd.N084.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
85	send	invocation_error	not_applicable	invocation_stderr_too_large	N085.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.stderr_too_large	none	payload.N085.base	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N085.base	cmd.N085.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
86	send	invocation_error	not_applicable	invocation_stdout_too_large	N086.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.stdout_too_large	none	payload.N086.base	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N086.base	cmd.N086.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
87	send	invocation_error	not_applicable	invocation_timeout	N087.base	none	request_forbidden_provider_payload_absent	none	none	none	none	none	none	none	none	provider.timeout	none	payload.N087.base	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N087.base	cmd.N087.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
88	session.resume	exit_0	artifact.controls_absent	artifact_controls_absent	N088.base	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_controls_absent	none	receipt.session.resume	event.prior.SessionRebound	artifact.controls_absent	0	payload.N088.base	terminal.resume_failure	artifact.controls_absent	false	artifact.controls_absent	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N088.base	cmd.N088.base	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
89	session.resume	exit_0	artifact.download_timeout	artifact_download_timeout	N089.artifact-empty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_download_timeout	none	receipt.session.resume	event.prior.SessionRebound	artifact.download_timeout	0	payload.N089.artifact-empty	terminal.resume_failure	artifact.download_timeout	false	artifact.download_timeout	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N089.artifact-empty	cmd.N089.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
89	session.resume	exit_0	artifact.download_timeout	artifact_download_timeout	N089.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_nonempty_diagnostic	claim_failed_download_timeout	none	receipt.session.resume	event.prior.SessionRebound	artifact.download_timeout	0	payload.N089.artifact-nonempty	terminal.resume_failure	artifact.download_timeout	false	artifact.download_timeout	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N089.artifact-nonempty	cmd.N089.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
90	session.resume	exit_0	artifact.recovery_failed	artifact_recovery_failed	N090.artifact-empty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_recovery	none	receipt.session.resume	event.prior.SessionRebound	artifact.recovery_failed	0	payload.N090.artifact-empty	terminal.resume_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N090.artifact-empty	cmd.N090.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
90	session.resume	exit_0	artifact.recovery_failed	artifact_recovery_failed	N090.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_nonempty_diagnostic	claim_failed_recovery	none	receipt.session.resume	event.prior.SessionRebound	artifact.recovery_failed	0	payload.N090.artifact-nonempty	terminal.resume_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N090.artifact-nonempty	cmd.N090.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
91	session.resume	exit_0	done	done	N091.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	receipt.session.resume	event.prior.SessionRebound	none	0	payload.N091.artifact-nonempty	terminal.resume_terminal_success	none	true	done	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.artifact.resume_terminal	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N091.artifact-nonempty	cmd.N091.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_complete	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.artifact.resume_terminal.valid	artifact.side_effect.resume.positive
91	session.resume	exit_0	done	done	N091.artifact-zero	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_absent	claim_satisfied_zero_optional_unclaimed	none	receipt.session.resume	event.prior.SessionRebound	none	0	payload.N091.artifact-zero	terminal.resume_terminal_success	none	true	done	0	false	none	0	0	3	receipt.session.resume,receipt.answer.resume_terminal,receipt.claim.zero	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	answer.terminal.zero_artifact.persist	legal.N091.artifact-zero	cmd.N091.artifact-zero	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_zero_complete	oracle.receipt.session.resume.valid,oracle.receipt.answer.resume_terminal.valid,oracle.receipt.claim.zero.valid	artifact.zero_effect.valid
92	session.resume	exit_0	provider_limit	terminal_provider_limit	N092.base	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	receipt.session.resume	event.prior.SessionRebound	provider.limit	0	payload.N092.base	terminal.resume_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.session.resume,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderSlotHealthUpdatedR12	session.observation+health.projection.persist	legal.N092.base	cmd.N092.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.session.resume.valid,oracle.receipt.failure.provider.valid	session.observation_and_health.valid
93	session.resume	exit_0	resumed	idle_resumed	N093.base	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	none	receipt.session.resume	event.prior.SessionRebound	none	0	payload.N093.base	terminal.resume_idle	none	true	resumed	0	false	none	0	0	1	receipt.session.resume	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N093.base	cmd.N093.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.resume.valid	session.observation.valid
94	session.resume	exit_0	running	running	N094.answer-absent	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	none	receipt.session.resume	event.prior.SessionRebound	none	0	payload.N094.answer-absent	nonterminal.resume_running	none	true	running	0	true	session	1000	3	1	receipt.session.resume	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N094.answer-absent	cmd.N094.answer-absent	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.resume.valid	session.observation.valid
94	session.resume	exit_0	running	running	N094.answer-present	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifacts_absent	none	none	receipt.session.resume	event.prior.SessionRebound	answer.progress_prologue	0	payload.N094.answer-present	nonterminal.resume_running	answer.progress_prologue	true	running	0	true	session	1000	3	1	receipt.session.resume	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N094.answer-present	cmd.N094.answer-present	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.resume.valid	session.observation.valid
95	session.resume	exit_0	session.content_unavailable	content_unavailable	N095.base	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	none	receipt.session.resume	event.prior.SessionRebound	session.content_unavailable	0	payload.N095.base	terminal.resume_failure	session.content_unavailable	false	session.content_unavailable	0	false	none	0	0	2	receipt.session.resume,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12	session.observation.persist	legal.N095.base	cmd.N095.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.session.resume.valid,oracle.receipt.failure.provider.valid	session.observation.valid
96	session.resume	exit_0	session.running_unverified	terminal_scroll_unverified	N096.base	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	receipt.session.resume	event.prior.SessionRebound	visual_failure_reason	0	payload.N096.base	terminal.resume_failure	visual_failure_reason	false	session.running_unverified	0	false	none	0	0	2	receipt.session.resume,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N096.base	cmd.N096.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.session.resume.valid,oracle.receipt.failure.provider.valid	session.observation.valid
97	session.resume	exit_0	session.start_unconfirmed	root_url_unconfirmed	N097.base	none	present_nonempty_unaccepted	root_url	root_no_session	absent	artifacts_absent	none	none	none	event.prior.SessionRebindStarted	session.start_unconfirmed	0	payload.N097.base	terminal.resume_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N097.base	cmd.N097.base	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
98	session.resume	exit_0	session.start_unconfirmed	session_url_mismatch	N098.base	none	present_nonempty_unaccepted	conversation_url	different_session	absent	artifacts_absent	none	none	none	event.prior.SessionRebindStarted	session.url_mismatch	0	payload.N098.base	terminal.resume_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N098.base	cmd.N098.base	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
99	session.resume	exit_2	provider.schema_drift	missing_session	N099.base	none	absent	none	none	absent	artifacts_absent	none	none	none	none	provider.schema_drift	2	payload.N099.base	terminal.resume_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N099.base	cmd.N099.base	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
100	session.resume	invocation_error	not_applicable	invocation_contract_invalid_artifact	N100.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.invalid_artifact	none	payload.N100.base	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N100.base	cmd.N100.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
